Timestamp,datum,sesija_id,blok_id,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,minut_u_danu,sat,dan_u_nedelji,vikend,minut_sin,minut_cos,Room_Occupancy_Count
2017-12-22 10:49:41,2017-12-22,0,0_0,24.94,24.75,24.56,25.38,121,34,53,40,0.08,0.19,0.06,0.06,390,0.769230769231,0,0,649,10,4,0,0.30486429902801077,-0.9523957996432784,1
2017-12-22 10:50:12,2017-12-22,0,0_0,24.94,24.75,24.56,25.44,121,33,53,40,0.93,0.05,0.06,0.06,390,0.646153846154,0,0,650,10,4,0,0.30070579950427334,-0.9537169507482268,1
2017-12-22 10:50:42,2017-12-22,0,0_0,25.0,24.75,24.5,25.44,121,34,53,40,0.43,0.11,0.08,0.06,390,0.519230769231,0,0,650,10,4,0,0.30070579950427334,-0.9537169507482268,1
2017-12-22 10:51:13,2017-12-22,0,0_0,25.0,24.75,24.56,25.44,121,34,53,40,0.41,0.1,0.1,0.09,390,0.388461538462,0,0,651,10,4,0,0.296541574975571,-0.9550199444571866,1
2017-12-22 10:51:44,2017-12-22,0,0_0,25.0,24.75,24.56,25.44,121,34,54,40,0.18,0.06,0.06,0.06,390,0.253846153846,0,0,651,10,4,0,0.296541574975571,-0.9550199444571866,1
2017-12-22 10:52:14,2017-12-22,0,0_0,25.0,24.81,24.56,25.44,121,34,54,40,0.13,0.06,0.06,0.07,390,0.165384615385,0,0,652,10,4,0,0.29237170472273705,-0.9563047559630354,1
2017-12-22 10:52:45,2017-12-22,0,0_0,25.0,24.75,24.56,25.44,120,34,54,40,1.39,0.32,0.43,0.06,390,0.0769230769231,1,0,652,10,4,0,0.29237170472273705,-0.9563047559630354,1
2017-12-22 10:53:15,2017-12-22,0,0_0,25.0,24.81,24.56,25.44,121,34,54,41,0.09,0.06,0.09,0.05,390,-0.0115384615385,0,0,653,10,4,0,0.28819626813408905,-0.9575713608048145,1
2017-12-22 10:53:46,2017-12-22,0,0_0,25.0,24.81,24.56,25.5,122,35,56,43,0.09,0.05,0.06,0.13,390,-0.1,0,0,653,10,4,0,0.28819626813408905,-0.9575713608048145,1
2017-12-22 10:54:17,2017-12-22,0,0_0,25.0,24.81,24.56,25.5,101,34,57,43,3.84,0.64,0.48,0.39,390,-0.188461538462,1,1,654,10,4,0,0.2840153447039226,-0.958819734868193,1
2017-12-22 10:54:47,2017-12-22,0,0_0,25.06,24.81,24.56,25.44,122,35,57,43,2.2,0.31,0.33,0.21,390,-0.276923076923,1,1,654,10,4,0,0.2840153447039226,-0.958819734868193,1
2017-12-22 10:55:18,2017-12-22,0,0_0,25.06,24.81,24.56,25.5,123,35,57,44,0.42,0.13,0.14,0.09,390,-0.365384615385,1,0,655,10,4,0,0.2798290140309923,-0.9600498543859286,1
2017-12-22 10:55:49,2017-12-22,0,0_0,25.06,24.88,24.63,25.5,123,35,57,43,0.21,0.15,0.07,0.06,390,-0.453846153846,1,0,655,10,4,0,0.2798290140309923,-0.9600498543859286,1
2017-12-22 10:56:19,2017-12-22,0,0_0,25.06,24.81,24.63,25.56,123,35,57,44,1.66,0.21,0.12,0.09,390,-0.542307692308,1,0,656,10,4,0,0.27563735581699966,-0.9612616959383187,1
2017-12-22 10:56:50,2017-12-22,0,0_0,25.06,24.88,24.63,25.56,123,35,58,44,0.57,0.17,0.21,0.13,390,-0.630769230769,1,0,656,10,4,0,0.27563735581699966,-0.9612616959383187,1
2017-12-22 10:57:21,2017-12-22,0,0_0,25.06,24.88,24.63,25.56,123,35,58,44,0.14,0.17,0.15,0.06,390,-0.719230769231,1,0,657,10,4,0,0.27144044986507415,-0.9624552364536473,1
2017-12-22 10:57:51,2017-12-22,0,0_0,25.06,24.88,24.63,25.56,122,35,58,44,0.24,0.05,0.1,0.05,395,-0.711538461538,0,0,657,10,4,0,0.27144044986507415,-0.9624552364536473,1
2017-12-22 10:58:22,2017-12-22,0,0_0,25.06,24.81,24.63,25.56,122,35,57,44,0.25,0.07,0.07,0.05,395,-0.653846153846,1,0,658,10,4,0,0.267238376078257,-0.963630453208623,1
2017-12-22 10:58:52,2017-12-22,0,0_0,25.06,24.81,24.63,25.56,123,35,58,44,0.23,0.07,0.08,0.06,395,-0.542307692308,1,0,658,10,4,0,0.267238376078257,-0.963630453208623,1
2017-12-22 10:59:23,2017-12-22,0,0_0,25.06,24.88,24.63,25.5,123,35,58,45,0.13,0.06,0.06,0.06,395,-0.373076923077,0,0,659,10,4,0,0.2630312144579752,-0.9647873238288129,1
2017-12-22 10:59:54,2017-12-22,0,0_0,25.13,24.88,24.63,25.5,123,35,58,44,0.13,0.04,0.06,0.06,390,-0.238461538462,0,0,659,10,4,0,0.2630312144579752,-0.9647873238288129,1
2017-12-22 11:00:24,2017-12-22,0,0_0,25.06,24.88,24.63,25.56,123,35,57,44,0.15,0.05,0.06,0.06,395,-0.0923076923077,0,0,660,11,4,0,0.258819045102521,-0.9659258262890682,1
2017-12-22 11:00:55,2017-12-22,0,0_0,25.13,24.88,24.63,25.56,123,35,58,45,0.11,0.05,0.06,0.06,395,0.0615384615385,0,0,660,11,4,0,0.258819045102521,-0.9659258262890682,1
2017-12-22 11:01:26,2017-12-22,0,0_0,25.13,24.88,24.63,25.56,123,35,58,45,1.31,0.12,0.08,0.07,400,0.319230769231,0,0,661,11,4,0,0.2546019482055277,-0.9670459389139431,1
2017-12-22 11:01:56,2017-12-22,0,0_0,25.13,24.88,24.63,25.5,124,35,59,45,0.11,0.12,0.06,0.06,400,0.334615384615,0,0,661,11,4,0,0.2546019482055277,-0.9670459389139431,1
2017-12-22 11:02:27,2017-12-22,0,0_0,25.13,24.88,24.69,25.5,123,35,58,45,1.57,0.08,0.07,0.14,400,0.388461538462,1,0,662,11,4,0,0.25038000405444133,-0.9681476403781077,1
2017-12-22 11:02:58,2017-12-22,0,0_0,25.13,24.88,24.69,25.5,123,35,59,44,0.21,0.19,0.17,0.07,405,0.480769230769,1,0,662,11,4,0,0.25038000405444133,-0.9681476403781077,1
2017-12-22 11:03:28,2017-12-22,0,0_0,25.13,24.88,24.69,25.56,123,35,58,44,0.44,0.13,0.17,0.09,410,0.607692307692,1,0,663,11,4,0,0.24615329302899322,-0.9692309097067543,1
2017-12-22 11:03:59,2017-12-22,0,0_0,25.13,24.88,24.69,25.56,123,35,58,44,0.46,0.14,0.16,0.07,410,0.719230769231,1,0,663,11,4,0,0.24615329302899322,-0.9692309097067543,1
2017-12-22 11:04:29,2017-12-22,0,0_0,25.13,24.88,24.69,25.56,123,35,58,45,0.98,0.25,0.19,0.16,405,0.769230769231,1,0,664,11,4,0,0.24192189559966773,-0.9702957262759965,1
2017-12-22 11:05:00,2017-12-22,0,0_0,25.19,24.88,24.69,25.56,123,35,58,44,0.15,0.13,0.23,0.06,405,0.807692307692,0,0,665,11,4,0,0.23768589232617293,-0.9713420698132614,1
2017-12-22 11:05:31,2017-12-22,0,0_0,25.19,24.88,24.69,25.56,123,35,58,45,0.08,0.08,0.07,0.06,400,0.788461538462,0,0,665,11,4,0,0.23768589232617293,-0.9713420698132614,1
2017-12-22 11:06:01,2017-12-22,0,0_0,25.19,24.88,24.69,25.56,123,35,58,44,0.09,0.05,0.07,0.08,410,0.853846153846,1,0,666,11,4,0,0.23344536385590553,-0.9723699203976766,1
2017-12-22 11:06:32,2017-12-22,0,0_0,25.19,24.88,24.69,25.56,123,35,58,44,0.37,0.16,0.18,0.05,410,0.903846153846,0,0,666,11,4,0,0.23344536385590553,-0.9723699203976766,1
2017-12-22 11:07:03,2017-12-22,0,0_0,25.19,24.88,24.69,25.69,122,35,59,44,0.08,0.06,0.06,0.06,405,0.892307692308,0,0,667,11,4,0,0.22920039092241454,-0.9733792584604484,1
2017-12-22 11:07:33,2017-12-22,0,0_0,25.19,24.88,24.69,25.63,122,35,58,44,0.93,0.05,0.06,0.14,410,0.915384615385,0,0,667,11,4,0,0.22920039092241454,-0.9733792584604484,1
2017-12-22 11:08:04,2017-12-22,0,0_0,25.19,24.88,24.69,25.63,123,35,57,44,0.07,0.24,0.06,0.06,410,0.923076923077,0,0,668,11,4,0,0.22495105434386478,-0.9743700647852352,1
2017-12-22 11:08:35,2017-12-22,0,0_0,25.19,24.94,24.69,25.56,123,35,58,44,0.07,0.05,0.05,0.06,415,0.961538461538,0,0,668,11,4,0,0.22495105434386478,-0.9743700647852352,1
2017-12-22 11:09:05,2017-12-22,0,0_0,25.19,24.88,24.69,25.56,123,35,58,44,0.08,0.05,0.05,0.06,420,1.02692307692,0,0,669,11,4,0,0.22069743502150113,-0.9753423205085127,1
2017-12-22 11:09:36,2017-12-22,0,0_0,25.19,24.94,24.69,25.56,123,35,57,43,0.08,0.05,0.06,0.06,425,1.11538461538,0,0,669,11,4,0,0.22069743502150113,-0.9753423205085127,1
2017-12-22 11:10:06,2017-12-22,0,0_0,25.19,24.94,24.75,25.56,123,35,57,44,1.27,0.06,0.11,0.13,425,1.17692307692,0,0,670,11,4,0,0.21643961393810318,-0.9762960071199333,1
2017-12-22 11:10:37,2017-12-22,0,0_0,25.19,24.94,24.69,25.63,123,35,59,45,0.08,0.26,0.21,0.07,420,1.21538461538,0,0,670,11,4,0,0.21643961393810318,-0.9762960071199333,1
2017-12-22 11:11:08,2017-12-22,0,0_0,25.19,24.94,24.75,25.63,123,36,59,45,0.1,0.08,0.09,0.06,420,1.23461538462,0,0,671,11,4,0,0.21217767215644684,-0.9772311064626787,1
2017-12-22 11:11:38,2017-12-22,0,0_0,25.19,24.94,24.69,25.63,123,35,59,45,0.46,0.16,0.21,0.11,420,1.23461538462,1,0,671,11,4,0,0.21217767215644684,-0.9772311064626787,1
2017-12-22 11:12:09,2017-12-22,0,0_0,25.19,24.88,24.69,25.63,123,35,59,45,0.42,0.19,0.16,0.09,420,1.21538461538,0,0,672,11,4,0,0.20791169081775931,-0.9781476007338057,1
2017-12-22 11:12:40,2017-12-22,0,0_0,25.19,24.94,24.75,25.63,124,35,60,46,0.17,0.05,0.06,0.06,425,1.17307692308,0,0,672,11,4,0,0.20791169081775931,-0.9781476007338057,1
2017-12-22 11:13:10,2017-12-22,0,0_0,25.19,24.94,24.75,25.63,124,36,61,47,1.44,0.12,0.15,0.09,430,1.2,0,0,673,11,4,0,0.2036417511401777,-0.9790454724845838,1
2017-12-22 11:13:41,2017-12-22,0,0_0,25.25,24.94,24.75,25.63,124,36,61,46,0.76,0.27,0.24,0.13,430,1.2,1,0,673,11,4,0,0.2036417511401777,-0.9790454724845838,1
2017-12-22 11:14:12,2017-12-22,0,0_0,25.25,24.94,24.75,25.63,124,36,61,46,0.16,0.06,0.05,0.06,435,1.26923076923,0,0,674,11,4,0,0.1993679344171977,-0.9799247046208295,1
2017-12-22 11:14:42,2017-12-22,0,0_0,25.25,24.94,24.75,25.56,124,36,60,46,0.09,0.05,0.06,0.06,425,1.21923076923,0,0,674,11,4,0,0.1993679344171977,-0.9799247046208295,1
2017-12-22 11:15:13,2017-12-22,0,0_0,25.25,24.94,24.75,25.69,123,35,59,45,0.28,0.05,0.07,0.06,425,1.15,0,0,675,11,4,0,0.19509032201612816,-0.9807852804032304,1
2017-12-22 11:15:43,2017-12-22,0,0_0,25.25,24.94,24.75,25.63,123,35,59,45,0.07,0.07,0.05,0.07,420,1.06538461538,0,0,675,11,4,0,0.19509032201612816,-0.9807852804032304,1
2017-12-22 11:16:14,2017-12-22,0,0_0,25.25,24.94,24.75,25.63,124,36,60,46,0.28,0.12,0.11,0.08,420,1.01923076923,1,0,676,11,4,0,0.19080899537654497,-0.981627183447664,1
2017-12-22 11:16:45,2017-12-22,0,0_0,25.25,24.94,24.75,25.63,123,35,60,45,0.24,0.11,0.14,0.07,420,0.965384615385,0,0,676,11,4,0,0.19080899537654497,-0.981627183447664,1
2017-12-22 11:17:15,2017-12-22,0,0_0,25.25,24.94,24.75,25.69,123,35,60,45,0.93,0.14,0.12,0.08,430,0.946153846154,1,0,677,11,4,0,0.18652403600873463,-0.9824503977255098,1
2017-12-22 11:17:46,2017-12-22,0,0_0,25.25,24.94,24.75,25.69,123,35,60,45,0.1,0.09,0.1,0.06,435,0.953846153846,0,0,677,11,4,0,0.18652403600873463,-0.9824503977255098,1
2017-12-22 11:18:17,2017-12-22,0,0_0,25.25,24.94,24.81,25.63,123,35,59,45,0.68,0.12,0.11,0.1,430,0.842307692308,0,0,678,11,4,0,0.18223552549214772,-0.9832549075639545,1
2017-12-22 11:18:47,2017-12-22,0,0_0,25.25,24.94,24.75,25.63,123,35,60,45,0.94,0.12,0.13,0.06,445,0.946153846154,0,0,678,11,4,0,0.18223552549214772,-0.9832549075639545,1
2017-12-22 11:19:18,2017-12-22,0,0_0,25.25,24.94,24.75,25.56,123,35,59,45,0.12,0.05,0.06,0.07,440,0.976923076923,0,0,679,11,4,0,0.17794354547384186,-0.9840406976462909,1
2017-12-22 11:19:49,2017-12-22,0,0_1,25.25,25.0,24.81,25.63,123,35,59,45,0.29,0.08,0.1,0.07,440,0.934615384615,0,0,679,11,4,0,0.17794354547384186,-0.9840406976462909,1
2017-12-22 11:20:19,2017-12-22,0,0_1,25.25,24.94,24.81,25.69,124,36,61,47,0.83,0.05,0.06,0.08,435,0.869230769231,0,0,680,11,4,0,0.17364817766693028,-0.984807753012208,1
2017-12-22 11:20:50,2017-12-22,0,0_1,25.25,25.0,24.81,25.69,124,36,62,47,1.1,0.1,0.09,0.05,430,0.738461538462,1,0,680,11,4,0,0.17364817766693028,-0.984807753012208,1
2017-12-22 11:21:20,2017-12-22,0,0_1,25.25,25.0,24.81,25.63,124,36,61,46,0.83,0.1,0.11,0.1,435,0.688461538462,0,0,681,11,4,0,0.1693495038490248,-0.9855560590580777,1
